mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
100	100	199	199	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1090											
100	100	399/2	399/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1091											
100	100	198	198	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1092											
100	100	397/2	397/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1093											
100	100	199	199	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1094											
100	100	399/2	399/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1095											
101	101	200	200	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1096											
101	101	401/2	401/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1097											
101	101	201	201	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1098											
101	101	403/2	403/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1099											
101	101	200	200	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1100											
101	101	401/2	401/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1101											
101	101	201	201	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1102											
101	101	403/2	403/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1103											
101	101	200	200	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1104											
101	101	401/2	401/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1105											
101	101	201	201	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1106											
101	101	403/2	403/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1107											
102	102	202	202	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1108											
102	102	405/2	405/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1109		articAccentAbove									
102	102	203	203	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1110											
102	102	407/2	407/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1111		articAccentAbove									
102	102	405/2	405/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1112		articAccentAbove									
102	102	203	203	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1113											
102	102	407/2	407/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1114		articAccentAbove									
102	102	202	202	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1115											
102	102	405/2	405/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1116		articAccentAbove									
102	102	203	203	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1117											
102	102	407/2	407/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1118		articAccentAbove									
102	102	202	202	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1119											
102	102	405/2	405/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1120		articAccentAbove									
102	102	203	203	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1121											
102	102	407/2	407/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1122		articAccentAbove									
103	103	204	204	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1123											
103	103	409/2	409/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1124											
103	103	205	205	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1125											
103	103	411/2	411/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1126											
103	103	204	204	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1127											
103	103	409/2	409/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1128											
103	103	205	205	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1129											
103	103	411/2	411/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1130											
103	103	204	204	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1131											
103	103	409/2	409/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1132											
103	103	205	205	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1133											
103	103	411/2	411/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1134											
103	103	204	204	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1135											
103	103	409/2	409/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1136											
103	103	205	205	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1137											
103	103	411/2	411/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1138											
104	104	206	206	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1139											
104	104	413/2	413/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0					pp										
104	104	413/2	413/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1140		articStaccatoAbove									
104	104	827/4	827/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1141		articStaccatoAbove									
104	104	207	207	0.3333333333333333		1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	1142		articStaccatoAbove									
104	104	622/3	622/3	0.3333333333333333		1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	1143		articStaccatoAbove									
104	104	623/3	623/3	0.3333333333333333		5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	1144		articStaccatoAbove									
104	104	206	206	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1145											
104	104	206	206	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1146											
104	104	206	206	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1147											
105	105	208	208	2.0		0	0	Chord	2/4	1	1	1/2	r16	1/2	1	1148											
105	105	208	208	0.0		0	0	Dynamic	2/4	2	1	0					pp										
105	105	208	208	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1149											
105	105	417/2	417/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1150											
105	105	209	209	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1151											
105	105	419/2	419/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1152											
105	105	208	208	0.0		0	0	Dynamic	2/4	3	1	0					pp										
105	105	208	208	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1153											
105	105	417/2	417/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1154											
105	105	209	209	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1155											
105	105	419/2	419/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1156											
106	106	210	210	2.0		0	0	Chord	2/4	1	1	1/2	r16	1/2	1	1157											
106	106	210	210	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1158											
106	106	421/2	421/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1159											
106	106	211	211	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1160											
106	106	423/2	423/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1161											
106	106	210	210	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1162											
106	106	421/2	421/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1163											
106	106	211	211	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1164											
106	106	423/2	423/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1165											
107	107	212	212	2.0		0	0	Chord	2/4	1	1	1/2	r16	1/2	1	1166											
107	107	212	212	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1167											
107	107	425/2	425/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1168											
107	107	213	213	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1169											
107	107	427/2	427/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1170											
107	107	212	212	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1171											
107	107	425/2	425/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1172											
107	107	213	213	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1173											
107	107	427/2	427/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1174											
107	107	425/2	425/2	0.0		1/8	1/8	Dynamic	2/4	4	1	0					p										
107	107	425/2	425/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1175											
107	107	213	213	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1176											
107	107	427/2	427/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1177											
108	108		214	0.25	1	0	0	Chord	2/4	1	1	1/16		1/16	1	1178											
108	108		857/4	0.25	1	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1179											
108	108		429/2	0.25	1	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1180											
108	108		859/4	0.25	1	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1181											
108	108		215	0.5	1	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1182											
108	108		214	0.25	1	0	0	Chord	2/4	2	1	1/16		1/16	1	1183											
108	108		214	0.25	1	0	0	Chord	2/4	3	1	1/16		1/16	1	1184											
108	108		214	0.25	1	0	0	Chord	2/4	4	1	1/16		1/16	1	1185											
109	108	214	216	0.25	2	0	0	Chord	2/4	1	1	1/16		1/16	1	1186											
109	108	857/4	865/4	0.25	2	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1187											
109	108	429/2	433/2	0.25	2	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1188											
109	108	859/4	867/4	0.25	2	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1189											
109	108	215	217	0.25	2	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1190									36		
109	108	861/4	869/4	0.25	2	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1191											
109	108	431/2	435/2	0.25	2	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1192		articStaccatoAbove									
109	108	863/4	871/4	0.25	2	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1193		articStaccatoAbove									
109	108	214	216	0.25	2	0	0	Chord	2/4	2	1	1/16		1/16	1	1194											
109	108	214	216	0.25	2	0	0	Chord	2/4	3	1	1/16		1/16	1	1195											
109	108	214	216	0.25	2	0	0	Chord	2/4	4	1	1/16		1/16	1	1196											
110	109	216	218	0.0		0	0	StaffText	2/4	1	1	0							<i>ritard.</i>								
110	109	216	218	2.0		0	0	Chord	2/4	1	1	1/2	r16	1/2	1	1197											
110	109	433/2	437/2	0.0		1/8	1/8	StaffText	2/4	2	1	0							<i>ritard.</i>								
110	109	433/2	437/2	0.0		1/8	1/8	StaffText	2/4	2	1	0							pizz.								
110	109	433/2	437/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1198											
110	109	217	219	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1199											
110	109	435/2	439/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1200											
110	109	433/2	437/2	0.0		1/8	1/8	StaffText	2/4	3	1	0							<i>ritard.</i>								
110	109	433/2	437/2	0.0		1/8	1/8	StaffText	2/4	3	1	0							pizz.								
110	109	433/2	437/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1201											
110	109	217	219	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1202											
110	109	435/2	439/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1203											
110	109	433/2	437/2	0.0		1/8	1/8	StaffText	2/4	4	1	0							<i>ritard.</i>								
110	109	433/2	437/2	0.0		1/8	1/8	StaffText	2/4	4	1	0							pizz.								
110	109	433/2	437/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1204											
110	109	217	219	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1205											
110	109	435/2	439/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1206											
111	110	218	220	1.0		0	0	Chord	2/4	1	1	1/4	r16	1/4	1	1207											
111	110	219	221	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1208									37		
111	110	877/4	885/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1209											
111	110	439/2	443/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1210		articStaccatoAbove									
111	110	879/4	887/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1211		articStaccatoAbove									
111	110	218	220	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1212											
111	110	437/2	441/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1213											
111	110	219	221	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1214											
111	110	218	220	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1215											
111	110	437/2	441/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1216											
111	110	219	221	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1217											
111	110	218	220	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1218											
111	110	437/2	441/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1219											
111	110	219	221	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1220											
112	111	220	222	2.0		0	0	Chord	2/4	1	1	1/2	r16	1/2	1	1221											
112	111	441/2	445/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1222											
112	111	221	223	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1223											
112	111	443/2	447/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1224											
112	111	441/2	445/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1225											
112	111	221	223	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1226											
112	111	443/2	447/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1227											
112	111	441/2	445/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1228											
112	111	221	223	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1229											
112	111	443/2	447/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1230											
113	112	222	224	0.0		0	0	StaffText	2/4	1	1	0							<i>sempre ritard.</i>								
113	112	222	224	1.0		0	0	Chord	2/4	1	1	1/4	r16	1/4	1	1231											
113	112	223	225	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1232									38		
113	112	893/4	901/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1233											
113	112	447/2	451/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1234		articStaccatoAbove									
113	112	895/4	903/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1235		articStaccatoAbove									
113	112	222	224	0.0		0	0	StaffText	2/4	2	1	0							<i>sempre ritard.</i>								
113	112	222	224	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1236											
113	112	445/2	449/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1237											
113	112	223	225	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1238											
113	112	222	224	0.0		0	0	StaffText	2/4	3	1	0							<i>sempre ritard.</i>								
113	112	222	224	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1239											
113	112	445/2	449/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1240											
113	112	223	225	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1241											
113	112	222	224	0.0		0	0	StaffText	2/4	4	1	0							<i>sempre ritard.</i>								
113	112	222	224	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1242											
113	112	445/2	449/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1243											
113	112	223	225	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1244											
114	113	224	226	1.0		0	0	Chord	2/4	1	1	1/4	r16	1/4	1	1245											
114	113	225	227	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1246									39		
114	113	901/4	909/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1247											
114	113	451/2	455/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1248		articStaccatoAbove									
114	113	903/4	911/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1249		articStaccatoAbove									
114	113	449/2	453/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1250											
114	113	225	227	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1251											
114	113	451/2	455/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1252											
114	113	449/2	453/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1253											
114	113	225	227	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1254											
114	113	451/2	455/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1255											
114	113	449/2	453/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1256											
114	113	225	227	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1257											
114	113	451/2	455/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1258											
115	114	226	228	2.0		0	0	Chord	2/4	1	1	1/2	r16	1/2	1	1259											
115	114	226	228	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1260											
115	114	453/2	457/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1261											
115	114	227	229	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1262											
115	114	455/2	459/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1263											
115	114	226	228	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1264											
115	114	453/2	457/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1265											
115	114	227	229	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1266											
115	114	455/2	459/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1267											
115	114	226	228	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1268											
115	114	453/2	457/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1269											
115	114	227	229	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1270											
115	114	455/2	459/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1271											
116	115	228	230	2.0		0	0	Chord	2/4	1	1	1/2	r16	1/2	1	1272											
116	115	228	230	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1273											
116	115	457/2	461/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1274											
116	115	229	231	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1275											
116	115	459/2	463/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1276											
116	115	228	230	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1277											
116	115	457/2	461/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1278											
116	115	229	231	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1279											
116	115	459/2	463/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1280											
116	115	228	230	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1281											
116	115	457/2	461/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1282											
116	115	229	231	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1283											
116	115	459/2	463/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1284											
117	116	230	232	0.0		0	0	StaffText	2/4	1	1	0							"<font face=""Plantin MT Std""/><b>Tempo I.
</b>"								
117	116	230	232	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1285									40		
117	116	231	233	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1286									40		
117	116	927/4	935/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1287									40		
117	116	1855/8	1871/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1288									40		
117	116	230	232	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1289											
117	116	231	233	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1290											
117	116	230	232	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1291											
117	116	231	233	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1292											
117	116	230	232	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1293											
117	116	231	233	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1294											
118	117	232	234	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1295											
118	117	465/2	469/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1296		articStaccatoAbove									
118	117	233	235	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1297											
118	117	232	234	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1298											
118	117	233	235	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1299											
118	117	232	234	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1300											
118	117	233	235	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1301											
118	117	232	234	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1302											
118	117	233	235	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1303											
119	118	234	236	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1304											
119	118	235	237	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1305									41		
119	118	943/4	951/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1306									41		
119	118	1887/8	1903/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1307									41		
119	118	234	236	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1308											
119	118	235	237	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1309											
119	118	234	236	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1310											
119	118	235	237	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1311											
119	118	234	236	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1312											
119	118	235	237	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1313											
120	119	236	238	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1314											
120	119	473/2	477/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1315		articStaccatoBelow									
120	119	237	239	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1316											
120	119	236	238	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1317											
120	119	473/2	477/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1318											
120	119	237	239	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1319											
120	119	236	238	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1320											
120	119	473/2	477/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1321											
120	119	237	239	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1322											
120	119	236	238	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1323											
120	119	473/2	477/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1324											
120	119	237	239	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1325											
121	120	238	240	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1326									42		
121	120	239	241	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1327									42		
121	120	959/4	967/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1328									42		
121	120	1919/8	1935/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1329									42		
121	120	238	240	0.0		0	0	StaffText	2/4	2	1	0							arco								
121	120	238	240	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1330									43		
121	120	238	240	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1331											
121	120	239	241	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1332											
121	120	238	240	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1333											
121	120	239	241	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1334											
122	121	240	242	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1335											
122	121	481/2	485/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1336		articStaccatoAbove									
122	121	241	243	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1337											
122	121	240	242	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1338									43		
122	121	241	243	0.0		1/4	1/4	StaffText	2/4	2	1	0							<i>espress.</i>								
122	121	241	243	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1339											
122	121	240	242	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1340											
122	121	241	243	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1341											
122	121	240	242	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1342											
122	121	241	243	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1343											
123	122	242	244	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1344									44		
123	122	243	245	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1345									44		
123	122	975/4	983/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1346									44		
123	122	1951/8	1967/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1347									44		
123	122	242	244	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1348									45		
123	122	243	245	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1349									45		
123	122	242	244	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1350											
123	122	243	245	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1351											
123	122	242	244	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1352											
123	122	243	245	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1353											
124	123	244	246	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1354											
124	123	489/2	493/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1355		articStaccatoBelow									
124	123	245	247	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1356											
124	123	244	246	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1357									45		
124	123	489/2	493/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1358									45		
124	123	245	247	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1359											
124	123	244	246	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1360											
124	123	489/2	493/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1361											
